pcTime,theta
440.8750534057617,1.6209570919347005
465.65890312194824,1.6234901033395794
490.717887878418,1.6201939245477872
515.7649517059326,1.6216821084625832
540.7419204711914,1.6214208394284846
565.7110214233398,1.6194086841697322
590.7700061798096,1.6223857849376604
615.6401634216309,1.6233790287434036
640.8300399780273,1.6234876478376044
665.7741069793701,1.6219395780300898
690.7551288604736,1.6229618841516362
715.8370018005371,1.623670722639496
740.7779693603516,1.62373368851264
765.718936920166,1.626031240587555
790.8599376678467,1.6229415613991336
815.7880306243896,1.6222868600457296
840.7721519470215,1.6193896047022518
865.678071975708,1.6183535071422739
890.7461166381836,1.6200838500704169
915.745973587036,1.6225288409679477
940.6070709228516,1.624434165246588
965.7158851623536,1.626350861068501
990.6740188598632,1.62739049436189
1015.7408714294434,1.625452716948076
1040.8408641815186,1.6257441689222973
1065.7641887664795,1.6264199995825932
1090.7859802246094,1.620607988212713
1115.6620979309082,1.6066588248232732
1140.820026397705,1.5780590487189996
1165.6630039215088,1.5325887497719615
1190.6509399414062,1.4636284257901855
1215.684175491333,1.3705584244745168
1240.7290935516355,1.254739958841183
1265.7239437103271,1.0962526292456247
1290.7729148864746,0.9178806891359447
1315.7660961151123,0.7110266733522088
1340.7180309295654,0.5769076388618072
1365.7569885253906,0.34164248776201467
1390.805959701538,-0.04250561185548277
1415.8048629760742,-0.34326090360064265
1440.8581256866455,-0.4846307694146861
1465.7509326934814,-0.6764955201940535
1490.800142288208,-0.9046358904403496
1515.7771110534668,-1.021043577883801
1540.7578945159912,-1.1372694683483724
1565.8140182495115,-1.2996468001490573
1590.8160209655762,-1.4203692279300995
1615.7939434051514,-1.436087836267922
1640.8379077911377,-1.455558596092946
1665.8129692077637,-1.4668781414701906
1690.802812576294,-1.4606562201566178
1715.7738208770752,-1.424519108424601
1740.8168315887451,-1.3832166983063103
1765.7549381256104,-1.2924423687927058
1790.8000946044922,-1.2114442751226284
1815.8600330352783,-1.1219378482472377
1840.83890914917,-0.9584678917910134
1865.934133529663,-0.8492527787053668
1890.841007232666,-0.698339354112375
1915.842056274414,-0.4987570287678215
1940.807819366455,-0.31664435599405694
1965.7700061798096,-0.17771505212410485
1990.725040435791,0.18472799862659112
2015.8038139343264,0.41728394844780003
2040.805101394653,0.6347879722102832
2065.77205657959,0.8337654351886655
2090.757131576538,0.989496880591382
2115.8039569854736,1.111750778163575
2140.821933746338,1.2255498067705028
2165.8082008361816,1.3389095797860777
2190.768003463745,1.3767266843789105
2215.824842453003,1.410844060878372
2240.8697605133057,1.4264992256809461
2265.7999992370605,1.4299116184753937
2290.85111618042,1.4131223433762423
2315.8209323883057,1.362238542224099
2340.77787399292,1.2926793720317888
2365.7658100128174,1.1996016230797883
2390.795946121216,1.081235308366276
2415.884017944336,0.9543930089369137
2440.635919570923,0.8011614867371077
2465.7609462738037,0.6588757064279794
2490.803003311157,0.4444308122412807
2515.8610343933105,0.25407846242169396
2540.7609939575195,0.05603596304644455
2565.873861312866,-0.09644139478705716
2590.8329486846924,-0.4026009195731709
2615.7779693603516,-0.605750400280033
2640.838861465454,-0.7751411672360669
2665.7819747924805,-0.9523452600569436
2690.7739639282227,-1.0949686818019826
2715.7950401306152,-1.2060623583061856
2740.7591342926025,-1.239464342493045
2766.680955886841,-1.2830902299822016
2790.71307182312,-1.3152706866949075
2816.720962524414,-1.3301958591928094
2840.791940689087,-1.3342696705116854
2866.795063018799,-1.288175305993666
2890.8050060272217,-1.190141464440138
2915.8809185028076,-1.1583808835896472
2940.7589435577393,-1.0671034789844578
2965.9488201141357,-0.9157749907408891
2990.906000137329,-0.7737108092517344
3015.8660411834717,-0.6227761675747102
3040.8928394317627,-0.4818761107495812
3065.8180713653564,-0.3065011136607965
3090.90518951416,-0.05295499954446878
3115.860939025879,0.1887229486291577
3140.8560276031494,0.4355904226392741
3165.8570766448975,0.6097376942778374
3190.877914428711,0.7317015284435862
3215.914011001587,0.9109415555728738
3241.816997528076,1.0564566246699068
3265.925168991089,1.1142594847688263
3290.8401489257812,1.1712297661152264
3315.943956375122,1.2326375117276551
3340.9299850463867,1.2796903818738707
3365.9579753875732,1.2963018763007763
3390.9099102020264,1.291542620830947
3415.97580909729,1.2671173078647977
3441.8230056762695,1.2335491919234374
3465.862989425659,1.1532172845685342
3490.9439086914062,1.036705728472355
3515.857934951782,0.9369485668841954
3540.8661365509033,0.8076073820295795
3565.9849643707275,0.6221237470205698
3590.9810066223145,0.47046354784227107
3615.9491539001465,0.3260786351993584
3641.060113906861,0.08496417518442528
3666.7230129241943,-0.14556269699765934
3690.8578872680664,-0.28547578479754393
3715.862035751343,-0.4847659259128105
3740.9069538116455,-0.6542944952103632
3766.7219638824463,-0.8092552626460859
3790.937185287475,-0.9693901823032434
3816.751003265381,-1.070519256611476
3841.7348861694336,-1.1202639814391568
3866.8038845062256,-1.1714057563095097
3891.753911972046,-1.1987128831979972
3916.8131351470943,-1.222859751262817
3941.7688846588135,-1.2185111334759786
3966.8469429016113,-1.2124383466121311
3991.814851760864,-1.1634764337584595
4016.7620182037354,-1.0858457195398286
4040.918111801147,-1.0097700065952282
4066.7519569396977,-0.9047248510431245
4091.7460918426514,-0.7730340551490867
4116.79482460022,-0.6016558894587928
4141.790866851807,-0.47602362014378924
4166.826009750366,-0.3107496979636023
4191.734075546265,-0.17749140990389708
4215.813159942627,-0.01914767111396959
4240.884065628052,0.2145140762115445
4266.749858856201,0.45530299877486496
4291.703939437866,0.6480893242364064
4316.850900650024,0.7810679443068556
4341.724872589111,0.8904615037521915
4366.796970367432,0.9976184107235708
4391.7858600616455,1.076995180986205
4416.829824447632,1.12485229507223
4441.810846328735,1.1711038836002794
4466.808080673218,1.1867657663943767
4491.653203964233,1.1834641841499571
4516.7810916900635,1.1558554946129447
4541.734933853149,1.1140546567080651
4566.853761672974,1.0513770688651467
4591.6748046875,0.9452571392946247
4616.688966751099,0.841878996552957
4641.786098480225,0.7191958806189995
4666.926145553589,0.5620677574018444
4691.855192184448,0.3790047880389663
4716.901779174805,0.2119350797649331
4740.774869918823,0.03455650106138072
4766.803026199341,-0.16084863819173267
4791.758060455322,-0.33649284378327327
4816.780090332031,-0.500850505583786
4841.798782348633,-0.6276607332859718
4866.821050643921,-0.7617642698557184
4891.95704460144,-0.8797628602855389
4916.8829917907715,-0.9786911557962333
4941.83611869812,-1.0453414000971881
4966.82596206665,-1.0917221334182121
4991.814851760864,-1.1214294002165228
5016.78991317749,-1.127245779401152
5041.95499420166,-1.1359484931866735
5066.838026046753,-1.0817686753055844
5091.856002807617,-1.0097432056419129
5116.803169250488,-0.9563801152689365
5141.648054122925,-0.8768701547079871
5166.908979415894,-0.7609149493304919
5191.853046417236,-0.614966943762258
5216.890096664429,-0.47399067417619856
5241.863012313843,-0.3050213627865166
5266.869068145752,-0.20398607923189147
5291.799068450928,0.011898235852709313
5316.8089389801025,0.18265806459212575
5341.73321723938,0.3370563637727927
5366.90092086792,0.516468905163719
5391.853094100952,0.663356570686511
5416.826009750366,0.7950097430181685
5441.823959350586,0.904592584226593
5466.864824295044,0.9827463174220324
5491.879940032959,1.046975160755416
5516.857147216797,1.0893208377928982
5541.86487197876,1.0989795886481153
5566.8699741363525,1.0971022197138494
5591.855049133301,1.0739241384124218
5616.714000701904,1.028485950607144
5641.752004623413,0.9629651552041396
5666.934967041016,0.8909590083599273
5691.894054412842,0.7841682410090549
5716.861009597778,0.6483966701041692
5741.915941238403,0.5223484987353757
5766.99686050415,0.39408969603009225
5791.632890701294,0.24681706712458323
5816.833019256592,0.11085759069808623
5841.7909145355225,-0.0439914571136915
5866.827964782715,-0.22164869046020125
5891.99686050415,-0.3938530569745049
5916.806936264038,-0.5424269698828605
5941.914081573486,-0.6730515976307744
5966.881036758423,-0.7924949968953894
5991.744041442871,-0.8949848849726042
6016.716957092285,-0.9612596625442617
6041.741132736206,-1.002622013887359
6066.810131072998,-1.0328946763074434
6091.794013977051,-1.0474466945345737
6116.780042648315,-1.0738175624120392
6141.772985458374,-1.0431001666867914
6166.775941848755,-0.96712115331662
6191.810131072998,-0.8547685937746105
6216.8262004852295,-0.7516182134547533
6241.971969604492,-0.6572001055177455
6266.906023025513,-0.5776850876426097
6291.800975799561,-0.488124736762708
6316.799879074097,-0.3158669591132531
6341.820001602173,-0.11253711610044267
6366.813898086548,0.05102218304645309
6391.721963882446,0.17998104886606006
6416.709899902344,0.32927429389106555
6441.765069961548,0.49448359267636427
6466.794013977051,0.6390863466030958
6491.765975952148,0.7353587217341868
6516.788005828857,0.8369008740596853
6541.7320728302,0.9132806491522233
6566.704988479614,0.9663252198530956
6591.749906539917,0.9968661990564079
6616.817951202393,1.0096864082562695
6641.7999267578125,1.001816199188088
6666.826009750366,0.9727465908520421
6691.902875900269,0.922611752600121
6716.782093048096,0.852943055567629
6741.624116897583,0.7530655185927225
6766.682147979736,0.6862888565977707
6791.682004928589,0.5876158562058871
6816.733837127686,0.44271913834466825
6841.758012771606,0.280106421566661
6866.747856140137,0.12253852445492505
6891.858816146851,-0.033432886717109075
6916.784763336182,-0.1713155810405665
6941.787004470825,-0.26173839157067635
6966.899871826172,-0.4140709485984724
