xAccl,yAccl,zAccl,newPosition,time,pcTime
1234,23,0,0,544431,637.8400325775146
67110626,375,0,0,594286,687.9599094390869
-1033,104,219,0,595269,689.8899078369141
-1033,104,219,0,620267,713.8760089874268
-1033,104,219,0,645269,738.9509677886963
-1033,104,219,0,670272,763.9751434326172
-1033,104,219,0,695278,788.8779640197754
-1033,104,219,0,720286,813.9328956604004
-1033,104,219,0,745293,838.9148712158203
-1033,104,219,0,770300,863.9919757843018
-1033,104,219,0,795308,889.0500068664551
-1033,104,219,0,820308,913.999080657959
-1033,104,219,0,845315,938.9851093292236
-1033,104,219,0,870322,963.9730453491211
-1033,104,219,0,895322,989.0358448028564
-1033,104,219,0,920329,1013.9899253845215
-1033,104,219,0,945337,1038.9819145202637
-1033,104,219,0,970344,1064.000129699707
-1033,104,219,0,995351,1088.9780521392822
-1033,104,219,0,1020359,1113.9049530029297
-1033,104,219,0,1045370,1138.9360427856445
-1033,104,219,0,1070370,1163.9618873596191
-1033,104,219,0,1095371,1188.9441013336182
-1033,104,219,0,1120374,1213.9410972595215
-1033,104,219,0,1145377,1238.8429641723633
-1033,104,219,0,1170385,1264.0810012817383
-1033,104,219,0,1195392,1289.0148162841797
-1033,104,219,0,1220400,1314.0289783477783
-1033,104,219,0,1245407,1338.900089263916
-1033,104,219,0,1270414,1363.955020904541
-1033,104,219,0,1295421,1388.9648914337158
-1033,104,219,0,1320429,1413.970947265625
-1033,104,219,0,1345436,1439.103126525879
-1033,104,219,0,1370444,1463.8869762420654
-1033,104,219,0,1395447,1489.0220165252686
-1033,104,219,0,1420454,1513.9951705932617
-1033,104,219,0,1445462,1538.9258861541748
-1033,104,219,0,1470464,1564.0349388122559
-1033,104,219,0,1495465,1589.0309810638428
-1033,104,219,0,1520472,1613.7900352478027
-1033,104,219,0,1545480,1638.948917388916
-1033,104,219,0,1570487,1663.973093032837
-1033,104,219,0,1595487,1689.0199184417725
-1033,104,219,0,1620494,1714.0300273895264
-1033,104,219,0,1645502,1739.043951034546
-1033,104,219,0,1670509,1764.0039920806885
-1033,104,219,0,1695509,1788.9289855957031
-1033,104,219,0,1720516,1814.033031463623
-1033,104,219,0,1745524,1838.975191116333
-1033,104,219,0,1770531,1864.0310764312744
-1033,104,219,0,1795532,1889.1100883483887
-1033,104,219,0,1820538,1913.9580726623535
-1033,104,219,0,1845546,1939.0270709991455
-1033,104,219,0,1870554,1963.9151096343994
-1033,104,219,0,1895556,1989.027976989746
-1033,104,219,0,1920564,2013.9658451080322
-1033,104,219,0,1945565,2039.0701293945312
-1033,104,219,0,1970567,2063.951015472412
-1033,104,219,0,1995575,2088.8988971710205
-1033,104,219,0,2020582,2113.8598918914795
-1033,104,219,0,2045590,2138.787031173706
-1033,104,219,0,2070597,2163.9649868011475
-1033,104,219,0,2095597,2188.9870166778564
-1033,104,219,0,2120604,2214.0069007873535
-1033,104,219,0,2145612,2238.987922668457
-1033,104,219,0,2170619,2264.07790184021
